"Latitude (decimal degrees):	36.924"
"Longitude (decimal degrees):	14.697"
"Elevation (m):	626"
"Radiation database:	PVGIS-SARAH2"


Slope: 32 deg. (optimum)
Azimuth: -6 deg. (optimum)
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200117:0909,620.74,146.46,6.55,25.65,11.11,0.9,0.0
20200117:1009,736.19,150.85,7.97,30.55,12.18,0.76,0.0
20200117:1109,735.3,166.52,8.36,32.32,12.48,1.17,0.0
20200117:1209,649.12,177.56,7.77,30.67,12.42,1.72,0.0
20200117:1309,561.29,149.11,6.52,25.87,12.55,1.72,0.0
20200117:1409,122.6,161.99,3.25,18.55,12.46,1.52,0.0
20200117:1509,45.3,72.78,1.32,9.43,12.04,1.59,0.0
20200117:1609,0.0,0.0,0.0,0.0,11.07,1.52,0.0
20200117:1709,0.0,0.0,0.0,0.0,10.16,1.52,0.0
20200117:1809,0.0,0.0,0.0,0.0,9.4,1.31,0.0
20200117:1909,0.0,0.0,0.0,0.0,9.15,1.03,0.0
20200117:2009,0.0,0.0,0.0,0.0,9.28,0.9,0.0
20200117:2109,0.0,0.0,0.0,0.0,8.39,1.24,0.0
20200117:2209,0.0,0.0,0.0,0.0,7.81,1.31,0.0
20200117:2309,0.0,0.0,0.0,0.0,7.41,1.31,0.0
20200118:0009,0.0,0.0,0.0,0.0,6.84,1.45,0.0
20200118:0109,0.0,0.0,0.0,0.0,6.34,1.66,0.0
20200118:0209,0.0,0.0,0.0,0.0,6.75,1.72,0.0
20200118:0309,0.0,0.0,0.0,0.0,6.81,2.0,0.0
20200118:0409,0.0,0.0,0.0,0.0,6.8,2.0,0.0
20200118:0509,0.0,0.0,0.0,0.0,6.58,1.86,0.0
20200118:0609,0.0,0.0,0.0,0.0,6.18,2.07,0.0
20200118:0709,246.95,77.47,1.92,9.17,6.18,1.86,0.0
20200118:0809,450.05,124.46,4.45,18.37,8.31,1.59,0.0
20200118:0909,614.43,146.95,6.54,25.79,10.21,1.86,0.0
20200118:1009,704.14,162.51,7.86,30.73,11.41,2.55,0.0
20200118:1109,702.46,178.97,8.25,32.52,12.31,3.79,0.0
20200118:1209,619.84,188.13,7.68,30.88,12.78,4.76,0.0
20200118:1309,536.33,158.8,6.46,26.08,13.31,5.52,0.0
20200118:1409,154.93,164.28,3.47,18.76,13.28,5.52,0.0
20200118:1509,44.61,73.44,1.34,9.63,12.9,5.45,0.0
20200118:1609,0.0,0.0,0.0,0.0,11.88,5.45,0.0
20200118:1709,0.0,0.0,0.0,0.0,10.97,5.24,0.0
20200118:1809,0.0,0.0,0.0,0.0,10.38,4.9,0.0
20200118:1909,0.0,0.0,0.0,0.0,10.09,4.14,0.0
20200118:2009,0.0,0.0,0.0,0.0,9.59,3.79,0.0
20200118:2109,0.0,0.0,0.0,0.0,9.16,3.66,0.0
20200118:2209,0.0,0.0,0.0,0.0,8.91,3.38,0.0
20200118:2309,0.0,0.0,0.0,0.0,8.56,3.31,0.0
20200119:0009,0.0,0.0,0.0,0.0,8.16,3.38,0.0
20200119:0109,0.0,0.0,0.0,0.0,7.54,3.59,0.0
20200119:0209,0.0,0.0,0.0,0.0,7.32,3.66,0.0
20200119:0309,0.0,0.0,0.0,0.0,7.13,3.59,0.0
20200119:0409,0.0,0.0,0.0,0.0,6.94,3.38,0.0
20200119:0509,0.0,0.0,0.0,0.0,6.69,3.24,0.0
20200119:0609,0.0,0.0,0.0,0.0,6.35,2.9,0.0
20200119:0709,250.29,79.17,1.97,9.27,6.85,2.69,0.0
20200119:0809,453.7,124.35,4.5,18.49,8.87,2.0,0.0
20200119:0909,620.87,146.99,6.61,25.94,10.75,1.93,0.0
20200119:1009,735.71,151.32,8.03,30.91,11.7,1.52,0.0
20200119:1109,723.11,173.02,8.39,32.73,12.3,1.17,0.0
20200119:1209,638.86,182.38,7.8,31.1,12.67,1.38,0.0
20200119:1309,552.35,155.45,6.58,26.3,12.74,1.72,0.0
20200119:1409,404.67,118.3,4.59,18.97,12.55,1.86,0.0
20200119:1509,203.5,73.59,2.07,9.83,11.98,1.93,0.0
20200119:1609,0.0,0.0,0.0,0.0,11.14,1.38,0.0
20200119:1709,0.0,0.0,0.0,0.0,10.47,0.9,0.0
20200119:1809,0.0,0.0,0.0,0.0,9.43,0.97,0.0
20200119:1909,0.0,0.0,0.0,0.0,9.14,1.52,0.0
20200119:2009,0.0,0.0,0.0,0.0,8.95,1.86,0.0
20200119:2109,0.0,0.0,0.0,0.0,8.47,2.21,0.0
20200119:2209,0.0,0.0,0.0,0.0,8.22,2.55,0.0
20200119:2309,0.0,0.0,0.0,0.0,7.92,2.9,0.0
20200120:0009,0.0,0.0,0.0,0.0,7.97,3.17,0.0
20200120:0109,0.0,0.0,0.0,0.0,8.06,3.52,0.0
20200120:0209,0.0,0.0,0.0,0.0,8.25,3.86,0.0
20200120:0309,0.0,0.0,0.0,0.0,8.56,3.93,0.0
20200120:0409,0.0,0.0,0.0,0.0,8.76,4.07,0.0
20200120:0509,0.0,0.0,0.0,0.0,8.94,4.28,0.0
20200120:0609,0.0,0.0,0.0,0.0,9.27,4.28,0.0
20200120:0709,174.78,84.08,1.76,9.37,9.67,4.76,0.0
20200120:0809,95.17,157.08,2.93,18.62,10.81,4.83,0.0
20200120:0909,7.27,153.61,2.54,26.1,11.92,6.07,0.0
20200120:1009,11.96,194.09,3.23,31.1,12.4,6.97,0.0
20200120:1109,1.66,174.92,2.86,32.94,12.69,7.24,0.0
20200120:1209,0.0,52.69,0.86,31.33,12.72,7.1,0.0
20200120:1309,43.96,198.03,3.49,26.52,12.65,6.83,0.0
20200120:1409,0.0,80.42,1.31,19.18,12.67,6.76,0.0
20200120:1509,0.0,11.09,0.18,10.03,12.34,5.86,0.0
20200120:1609,0.0,0.0,0.0,0.0,11.75,5.52,0.0
20200120:1709,0.0,0.0,0.0,0.0,11.34,5.31,0.0
20200120:1809,0.0,0.0,0.0,0.0,11.13,5.38,0.0
20200120:1909,0.0,0.0,0.0,0.0,11.17,6.14,0.0
20200120:2009,0.0,0.0,0.0,0.0,11.12,5.93,0.0
20200120:2109,0.0,0.0,0.0,0.0,11.11,6.0,0.0
20200120:2209,0.0,0.0,0.0,0.0,11.02,6.07,0.0
20200120:2309,0.0,0.0,0.0,0.0,10.88,5.79,0.0
20200121:0009,0.0,0.0,0.0,0.0,10.82,5.59,0.0
20200121:0109,0.0,0.0,0.0,0.0,10.91,5.59,0.0
20200121:0209,0.0,0.0,0.0,0.0,10.91,5.38,0.0
20200121:0309,0.0,0.0,0.0,0.0,10.7,5.38,0.0
20200121:0409,0.0,0.0,0.0,0.0,10.85,5.79,0.0
20200121:0509,0.0,0.0,0.0,0.0,10.9,6.21,0.0
20200121:0609,0.0,0.0,0.0,0.0,10.91,6.55,0.0
20200121:0709,23.05,64.75,1.1,9.48,11.28,6.34,0.0
20200121:0809,8.22,111.32,1.85,18.75,11.79,6.41,0.0
20200121:0909,0.0,125.71,2.04,26.26,12.36,6.48,0.0
20200121:1009,1.7,157.35,2.57,31.29,12.69,6.83,0.0
20200121:1109,168.61,286.31,5.68,33.16,12.83,6.62,0.0
20200121:1209,151.37,271.9,5.35,31.56,13.21,6.55,0.0
20200121:1309,94.2,222.54,4.18,26.75,13.18,6.28,0.0
20200121:1409,18.04,131.48,2.24,19.4,12.96,5.93,0.0
20200121:1509,35.9,74.22,1.34,10.24,12.5,5.72,0.0
20200121:1609,0.0,0.0,0.0,0.0,11.72,5.38,0.0
20200121:1709,0.0,0.0,0.0,0.0,11.13,5.17,0.0
20200121:1809,0.0,0.0,0.0,0.0,10.88,5.03,0.0
20200121:1909,0.0,0.0,0.0,0.0,10.81,4.21,0.0
20200121:2009,0.0,0.0,0.0,0.0,10.63,3.72,0.0
20200121:2109,0.0,0.0,0.0,0.0,10.43,3.38,0.0
20200121:2209,0.0,0.0,0.0,0.0,10.46,3.24,0.0
20200121:2309,0.0,0.0,0.0,0.0,10.21,2.97,0.0
20200122:0009,0.0,0.0,0.0,0.0,10.19,2.83,0.0
20200122:0109,0.0,0.0,0.0,0.0,10.23,2.62,0.0
20200122:0209,0.0,0.0,0.0,0.0,10.0,2.48,0.0
20200122:0309,0.0,0.0,0.0,0.0,9.94,2.28,0.0
20200122:0409,0.0,0.0,0.0,0.0,9.77,2.14,0.0
20200122:0509,0.0,0.0,0.0,0.0,9.82,2.0,0.0
20200122:0609,0.0,0.0,0.0,0.0,9.56,2.0,0.0
20200122:0709,0.0,31.43,0.51,9.59,10.05,2.14,0.0
20200122:0809,2.04,101.98,1.67,18.89,11.15,2.62,0.0
20200122:0909,0.0,124.79,2.03,26.43,11.87,2.97,0.0
20200122:1009,0.0,122.01,1.98,31.49,12.49,3.24,0.0
20200122:1109,0.0,84.12,1.37,33.39,12.18,3.17,0.0
20200122:1209,0.0,65.63,1.07,31.79,12.18,3.03,0.0
20200122:1309,0.0,83.19,1.35,26.98,12.21,2.97,0.0
20200122:1409,0.0,80.42,1.31,19.62,12.21,2.76,0.0
20200122:1509,28.74,74.72,1.32,10.45,11.9,2.76,0.0
20200122:1609,0.0,0.0,0.0,0.0,11.44,2.07,0.0
20200122:1709,0.0,0.0,0.0,0.0,10.79,2.0,0.0
20200122:1809,0.0,0.0,0.0,0.0,10.61,2.0,0.0
20200122:1909,0.0,0.0,0.0,0.0,10.3,1.86,0.0
20200122:2009,0.0,0.0,0.0,0.0,9.82,1.86,0.0
20200122:2109,0.0,0.0,0.0,0.0,9.4,1.72,0.0
20200122:2209,0.0,0.0,0.0,0.0,8.99,1.59,0.0
20200122:2309,0.0,0.0,0.0,0.0,8.73,1.31,0.0
20200123:0009,0.0,0.0,0.0,0.0,8.83,0.97,0.0
20200123:0109,0.0,0.0,0.0,0.0,9.1,0.76,0.0
20200123:0209,0.0,0.0,0.0,0.0,9.46,0.55,0.0
20200123:0309,0.0,0.0,0.0,0.0,9.33,0.41,0.0
20200123:0409,0.0,0.0,0.0,0.0,8.94,0.48,0.0
20200123:0509,0.0,0.0,0.0,0.0,8.69,0.48,0.0
20200123:0609,0.0,0.0,0.0,0.0,8.78,0.41,0.0
20200123:0709,22.51,65.49,1.11,9.71,8.71,0.69,0.0
20200123:0809,14.21,122.61,2.06,19.04,10.18,0.83,0.0
20200123:0909,1.79,144.45,2.36,26.61,11.94,1.38,0.0
20200123:1009,1.69,167.53,2.74,31.7,12.76,1.93,0.0
20200123:1109,0.0,133.11,2.16,33.62,13.15,2.48,0.0
20200123:1209,0.0,140.5,2.29,32.03,13.24,2.76,0.0
20200123:1309,1.66,141.63,2.32,27.22,13.21,2.55,0.0
20200123:1409,3.56,106.77,1.76,19.85,13.05,2.07,0.0
20200123:1509,23.96,72.72,1.28,10.66,12.73,2.07,0.0
20200123:1609,0.0,0.0,0.0,0.0,11.97,2.14,0.0
20200123:1709,0.0,0.0,0.0,0.0,10.91,2.34,0.0
20200123:1809,0.0,0.0,0.0,0.0,10.31,2.28,0.0
20200123:1909,0.0,0.0,0.0,0.0,9.84,2.0,0.0
20200123:2009,0.0,0.0,0.0,0.0,9.19,2.07,0.0
20200123:2109,0.0,0.0,0.0,0.0,8.73,2.0,0.0
20200123:2209,0.0,0.0,0.0,0.0,8.52,2.0,0.0
20200123:2309,0.0,0.0,0.0,0.0,8.22,2.0,0.0
20200124:0009,0.0,0.0,0.0,0.0,7.86,2.0,0.0
20200124:0109,0.0,0.0,0.0,0.0,7.76,2.07,0.0
20200124:0209,0.0,0.0,0.0,0.0,8.04,2.21,0.0
20200124:0309,0.0,0.0,0.0,0.0,8.25,2.34,0.0
20200124:0409,0.0,0.0,0.0,0.0,8.88,2.48,0.0
20200124:0509,0.0,0.0,0.0,0.0,9.35,2.76,0.0
20200124:0609,0.0,0.0,0.0,0.0,9.77,3.03,0.0
20200124:0709,97.29,86.08,1.59,9.83,9.84,3.03,0.0
20200124:0809,137.11,168.76,3.32,19.19,10.75,3.66,0.0
20200124:0909,35.66,196.82,3.4,26.8,11.32,4.9,0.0
20200124:1009,169.61,277.63,5.52,31.92,11.77,5.1,0.0
20200124:1109,26.12,235.35,4.0,33.85,12.0,5.24,0.0
20200124:1209,19.48,217.51,3.67,32.28,12.37,5.17,0.0
20200124:1309,1.66,143.48,2.35,27.46,12.06,4.97,0.0
20200124:1409,0.0,73.95,1.2,20.08,12.1,4.97,0.0
20200124:1509,6.44,62.95,1.05,10.87,11.84,4.76,0.0
20200124:1609,0.0,0.0,0.0,0.0,11.52,4.48,0.0
20200124:1709,0.0,0.0,0.0,0.0,11.18,4.34,0.0
20200124:1809,0.0,0.0,0.0,0.0,10.98,4.41,0.0
20200124:1909,0.0,0.0,0.0,0.0,11.12,4.55,0.0
20200124:2009,0.0,0.0,0.0,0.0,11.06,4.76,0.0
20200124:2109,0.0,0.0,0.0,0.0,11.07,4.55,0.0
20200124:2209,0.0,0.0,0.0,0.0,11.04,4.34,0.0
20200124:2309,0.0,0.0,0.0,0.0,10.82,3.79,0.0
20200125:0009,0.0,0.0,0.0,0.0,10.68,3.45,0.0
20200125:0109,0.0,0.0,0.0,0.0,10.82,3.31,0.0
20200125:0209,0.0,0.0,0.0,0.0,10.9,3.24,0.0
20200125:0309,0.0,0.0,0.0,0.0,10.7,2.97,0.0
20200125:0409,0.0,0.0,0.0,0.0,10.68,2.83,0.0
20200125:0509,0.0,0.0,0.0,0.0,10.67,2.83,0.0
20200125:0609,0.0,0.0,0.0,0.0,10.74,2.83,0.0
20200125:0709,90.59,85.53,1.58,9.96,11.04,3.03,0.0
20200125:0809,68.09,155.87,2.83,19.35,12.22,4.34,0.0
20200125:0909,101.11,225.55,4.21,26.98,13.31,5.38,0.0
20200125:1009,26.75,223.5,3.8,32.14,13.8,5.03,0.0
20200125:1109,35.76,245.39,4.22,34.1,13.95,4.69,0.0
20200125:1209,40.4,239.75,4.16,32.53,14.43,4.34,0.0
20200125:1309,141.6,237.17,4.74,27.7,14.22,4.07,0.0
20200125:1409,141.84,173.1,3.62,20.31,14.11,3.72,0.0
20200125:1509,105.74,91.01,1.92,11.09,13.72,3.45,0.0
20200125:1609,0.0,0.0,0.0,0.0,13.13,2.69,0.0
20200125:1709,0.0,0.0,0.0,0.0,12.29,2.48,0.0
20200125:1809,0.0,0.0,0.0,0.0,11.79,2.62,0.0
20200125:1909,0.0,0.0,0.0,0.0,11.96,3.17,0.0
20200125:2009,0.0,0.0,0.0,0.0,11.98,3.03,0.0
20200125:2109,0.0,0.0,0.0,0.0,11.92,2.69,0.0
20200125:2209,0.0,0.0,0.0,0.0,11.71,2.28,0.0
20200125:2309,0.0,0.0,0.0,0.0,11.5,2.14,0.0
20200126:0009,0.0,0.0,0.0,0.0,11.52,2.14,0.0
20200126:0109,0.0,0.0,0.0,0.0,10.99,2.07,0.0
20200126:0209,0.0,0.0,0.0,0.0,10.87,2.0,0.0
20200126:0309,0.0,0.0,0.0,0.0,10.63,1.93,0.0
20200126:0409,0.0,0.0,0.0,0.0,10.57,1.72,0.0
20200126:0509,0.0,0.0,0.0,0.0,10.4,1.86,0.0
20200126:0609,0.0,0.0,0.0,0.0,10.21,1.66,0.0
20200126:0709,219.54,85.1,2.04,10.1,10.06,0.9,0.0
20200126:0809,409.67,139.22,4.56,19.51,11.52,0.07,0.0
20200126:0909,321.15,233.06,5.67,27.18,13.13,1.31,0.0
20200126:1009,570.85,219.54,7.68,32.36,13.94,2.28,0.0
20200126:1109,695.88,187.42,8.55,34.35,14.36,2.76,0.0
20200126:1209,641.78,186.26,8.1,32.78,14.59,3.24,0.0
20200126:1309,604.22,137.16,7.05,27.95,14.54,3.45,0.0
20200126:1409,429.24,115.79,4.98,20.54,14.26,3.03,0.0
20200126:1509,235.51,73.55,2.47,11.3,13.73,2.48,0.0
20200126:1609,0.0,0.0,0.0,0.0,12.79,1.93,0.0
20200126:1709,0.0,0.0,0.0,0.0,11.7,1.79,0.0
20200126:1809,0.0,0.0,0.0,0.0,11.05,1.66,0.0
20200126:1909,0.0,0.0,0.0,0.0,10.75,1.38,0.0
20200126:2009,0.0,0.0,0.0,0.0,10.18,1.31,0.0
20200126:2109,0.0,0.0,0.0,0.0,9.89,1.52,0.0
20200126:2209,0.0,0.0,0.0,0.0,9.85,1.93,0.0
20200126:2309,0.0,0.0,0.0,0.0,9.79,2.0,0.0
20200127:0009,0.0,0.0,0.0,0.0,9.49,2.0,0.0
20200127:0109,0.0,0.0,0.0,0.0,9.1,2.07,0.0
20200127:0209,0.0,0.0,0.0,0.0,8.9,2.14,0.0
20200127:0309,0.0,0.0,0.0,0.0,8.64,2.34,0.0
20200127:0409,0.0,0.0,0.0,0.0,8.33,2.41,0.0
20200127:0509,0.0,0.0,0.0,0.0,8.14,2.48,0.0
20200127:0609,0.0,0.0,0.0,0.0,7.78,2.55,0.0
20200127:0709,270.2,78.66,2.22,10.24,7.8,2.76,0.0
20200127:0809,487.72,115.47,4.86,19.68,9.16,2.83,0.0
20200127:0909,679.25,124.9,7.1,27.38,11.44,2.97,0.0
20200127:1009,791.85,130.48,8.55,32.6,12.86,3.24,0.0
20200127:1109,841.01,122.13,9.14,34.6,13.85,3.31,0.0
20200127:1209,749.22,142.67,8.58,33.05,14.48,3.24,0.0
20200127:1309,628.55,132.62,7.25,28.21,14.72,3.45,0.0
20200127:1409,465.64,105.4,5.19,20.78,14.63,3.86,0.0
20200127:1509,265.0,66.97,2.62,11.52,14.02,4.0,0.0
20200127:1609,0.0,0.0,0.0,0.0,12.96,3.38,0.0
20200127:1709,0.0,0.0,0.0,0.0,11.76,3.45,0.0
20200127:1809,0.0,0.0,0.0,0.0,10.96,3.31,0.0
20200127:1909,0.0,0.0,0.0,0.0,10.68,3.1,0.0
20200127:2009,0.0,0.0,0.0,0.0,10.0,2.9,0.0
20200127:2109,0.0,0.0,0.0,0.0,9.45,2.83,0.0
20200127:2209,0.0,0.0,0.0,0.0,9.1,2.83,0.0
20200127:2309,0.0,0.0,0.0,0.0,8.87,2.97,0.0
20200128:0009,0.0,0.0,0.0,0.0,8.75,3.1,0.0
20200128:0109,0.0,0.0,0.0,0.0,8.69,3.1,0.0
20200128:0209,0.0,0.0,0.0,0.0,8.69,3.24,0.0
20200128:0309,0.0,0.0,0.0,0.0,8.71,3.31,0.0
20200128:0409,0.0,0.0,0.0,0.0,8.34,3.31,0.0
20200128:0509,0.0,0.0,0.0,0.0,8.28,3.17,0.0
20200128:0609,0.0,0.0,0.0,0.0,8.18,3.17,0.0
20200128:0709,211.2,88.56,2.09,10.39,9.07,3.52,0.0
20200128:0809,188.19,175.85,3.73,19.86,10.65,4.41,0.0
20200128:0909,127.44,237.0,4.56,27.59,11.75,5.72,0.0
20200128:1009,176.42,284.87,5.71,32.84,12.48,6.21,0.0
20200128:1109,312.75,298.53,6.95,34.86,13.07,6.48,0.0
20200128:1209,180.04,286.11,5.83,33.31,13.45,7.1,0.0
20200128:1309,61.53,224.29,4.04,28.46,13.45,7.45,0.0
20200128:1409,15.4,138.28,2.35,21.02,13.06,7.17,0.0
20200128:1509,12.15,73.16,1.25,11.75,12.59,7.03,0.0
20200128:1609,0.0,0.0,0.0,0.0,12.07,6.28,0.0
20200128:1709,0.0,0.0,0.0,0.0,11.5,5.72,0.0
20200128:1809,0.0,0.0,0.0,0.0,11.24,5.38,0.0
20200128:1909,0.0,0.0,0.0,0.0,10.87,5.03,0.0
20200128:2009,0.0,0.0,0.0,0.0,10.72,5.24,0.0
20200128:2109,0.0,0.0,0.0,0.0,10.48,5.45,0.0
20200128:2209,0.0,0.0,0.0,0.0,10.26,5.45,0.0
20200128:2309,0.0,0.0,0.0,0.0,10.25,5.45,0.0
20200129:0009,0.0,0.0,0.0,0.0,10.53,6.21,0.0
20200129:0109,0.0,0.0,0.0,0.0,10.91,6.55,0.0
20200129:0209,0.0,0.0,0.0,0.0,10.99,6.76,0.0
20200129:0309,0.0,0.0,0.0,0.0,10.95,6.62,0.0
20200129:0409,0.0,0.0,0.0,0.0,10.88,6.28,0.0
20200129:0509,0.0,0.0,0.0,0.0,11.05,6.34,0.0
20200129:0609,0.0,0.0,0.0,0.0,11.13,5.93,0.0
20200129:0709,33.86,76.17,1.32,10.54,11.32,6.55,0.0
20200129:0809,70.05,161.62,2.95,20.04,12.14,7.1,0.0
20200129:0909,355.9,230.6,5.94,27.8,12.96,7.31,0.0
20200129:1009,508.71,242.5,7.56,33.08,13.4,7.66,0.0
20200129:1109,312.92,299.11,6.98,35.13,13.68,7.72,0.0
20200129:1209,65.01,260.8,4.68,33.58,14.05,7.79,0.0
20200129:1309,136.86,244.27,4.86,28.72,14.34,7.66,0.0
20200129:1409,10.19,131.83,2.21,21.26,14.43,7.52,0.0
20200129:1509,5.99,69.31,1.16,11.97,14.0,6.69,0.0
20200129:1609,0.0,0.0,0.0,0.0,13.09,6.69,0.0
20200129:1709,0.0,0.0,0.0,0.0,12.29,6.62,0.0
20200129:1809,0.0,0.0,0.0,0.0,12.0,6.69,0.0
20200129:1909,0.0,0.0,0.0,0.0,12.0,6.76,0.0
20200129:2009,0.0,0.0,0.0,0.0,11.99,6.83,0.0
20200129:2109,0.0,0.0,0.0,0.0,11.99,6.41,0.0
20200129:2209,0.0,0.0,0.0,0.0,12.02,6.48,0.0
20200129:2309,0.0,0.0,0.0,0.0,11.98,6.28,0.0
20200130:0009,0.0,0.0,0.0,0.0,11.57,5.79,0.0
20200130:0109,0.0,0.0,0.0,0.0,11.21,5.17,0.0
20200130:0209,0.0,0.0,0.0,0.0,10.71,4.69,0.0
20200130:0309,0.0,0.0,0.0,0.0,10.3,4.41,0.0
20200130:0409,0.0,0.0,0.0,0.0,9.76,4.0,0.0
20200130:0509,0.0,0.0,0.0,0.0,9.25,3.72,0.0
20200130:0609,0.0,0.0,0.0,0.0,8.8,3.52,0.0
20200130:0709,300.6,75.08,2.42,10.7,9.16,3.03,0.0
20200130:0809,513.75,111.21,5.1,20.23,11.17,2.83,0.0
20200130:0909,685.39,130.91,7.32,28.02,12.59,3.03,0.0
20200130:1009,813.27,128.57,8.84,33.33,13.59,2.9,0.0
20200130:1109,848.6,128.05,9.4,35.4,14.4,2.83,0.0
20200130:1209,755.79,149.56,8.84,33.86,14.9,3.03,0.0
20200130:1309,648.38,133.36,7.55,28.99,15.01,3.52,0.0
20200130:1409,493.74,101.17,5.49,21.51,14.8,3.79,0.0
20200130:1509,285.42,66.63,2.86,12.2,14.17,3.24,0.0
20200130:1609,0.0,0.0,0.0,0.0,13.18,2.55,0.0
20200130:1709,0.0,0.0,0.0,0.0,12.03,2.28,0.0
20200130:1809,0.0,0.0,0.0,0.0,11.17,2.28,0.0
20200130:1909,0.0,0.0,0.0,0.0,10.38,1.93,0.0
20200130:2009,0.0,0.0,0.0,0.0,9.78,1.93,0.0
20200130:2109,0.0,0.0,0.0,0.0,9.5,1.72,0.0
20200130:2209,0.0,0.0,0.0,0.0,9.38,1.59,0.0
20200130:2309,0.0,0.0,0.0,0.0,9.13,1.38,0.0
20200131:0009,0.0,0.0,0.0,0.0,8.82,1.24,0.0
20200131:0109,0.0,0.0,0.0,0.0,8.61,1.24,0.0
20200131:0209,0.0,0.0,0.0,0.0,8.4,1.24,0.0
20200131:0309,0.0,0.0,0.0,0.0,7.44,1.59,0.0
20200131:0409,0.0,0.0,0.0,0.0,6.69,2.14,0.0
20200131:0509,0.0,0.0,0.0,0.0,6.8,2.34,0.0
20200131:0609,0.0,0.0,0.0,0.0,7.04,2.41,0.0
20200131:0709,248.32,81.11,2.26,10.86,8.07,2.21,0.0
20200131:0809,438.94,127.6,4.78,20.42,10.59,2.28,0.0
20200131:0909,321.02,233.61,5.79,28.25,12.27,2.69,0.0
20200131:1009,284.39,282.84,6.46,33.59,13.22,4.21,0.0
20200131:1109,210.37,300.61,6.3,35.67,13.85,4.76,0.0
20200131:1209,288.9,282.36,6.61,34.14,13.97,5.03,0.0
20200131:1309,55.71,221.91,3.98,29.25,14.03,4.83,0.0
20200131:1409,190.62,179.42,4.13,21.76,13.65,4.28,0.0
20200131:1509,9.71,74.52,1.26,12.42,13.42,4.14,0.0
20200131:1609,0.0,0.0,0.0,0.0,12.8,3.24,0.0
20200131:1709,0.0,0.0,0.0,0.0,11.96,2.97,0.0
20200131:1809,0.0,0.0,0.0,0.0,11.59,2.69,0.0
20200131:1909,0.0,0.0,0.0,0.0,11.4,2.83,0.0
20200131:2009,0.0,0.0,0.0,0.0,11.23,2.69,0.0
20200131:2109,0.0,0.0,0.0,0.0,10.97,2.55,0.0
20200131:2209,0.0,0.0,0.0,0.0,10.76,2.34,0.0
20200131:2309,0.0,0.0,0.0,0.0,10.48,2.28,0.0
20200201:0009,0.0,0.0,0.0,0.0,10.39,2.28,0.0
20200201:0109,0.0,0.0,0.0,0.0,10.26,2.21,0.0
20200201:0209,0.0,0.0,0.0,0.0,10.06,2.14,0.0
20200201:0309,0.0,0.0,0.0,0.0,9.8,2.07,0.0
20200201:0409,0.0,0.0,0.0,0.0,9.22,2.0,0.0
20200201:0509,0.0,0.0,0.0,0.0,8.84,1.86,0.0
20200201:0609,0.0,0.0,0.0,0.0,8.39,1.66,0.0
20200201:0709,164.91,95.12,2.06,11.03,8.92,1.45,0.0
20200201:0809,509.75,108.14,5.11,20.62,10.4,1.1,0.0
20200201:0909,547.9,181.67,6.86,28.48,12.02,1.1,0.0
20200201:1009,122.9,281.08,5.35,33.85,13.33,1.52,0.0
20200201:1109,799.71,145.49,9.23,35.95,14.13,1.79,0.0
20200201:1209,634.3,197.3,8.39,34.42,14.53,2.14,0.0
20200201:1309,427.3,213.99,6.69,29.52,14.6,2.69,0.0
20200201:1409,399.86,135.85,5.19,22.01,14.33,3.1,0.0
20200201:1509,118.69,102.19,2.27,12.65,13.72,3.45,0.0
20200201:1609,0.0,0.0,0.0,0.0,12.81,3.24,0.0
20200201:1709,0.0,0.0,0.0,0.0,11.93,3.24,0.0
20200201:1809,0.0,0.0,0.0,0.0,11.32,3.1,0.0
20200201:1909,0.0,0.0,0.0,0.0,11.24,3.24,0.0
20200201:2009,0.0,0.0,0.0,0.0,10.98,3.17,0.0
20200201:2109,0.0,0.0,0.0,0.0,10.76,3.03,0.0
20200201:2209,0.0,0.0,0.0,0.0,10.54,2.83,0.0
20200201:2309,0.0,0.0,0.0,0.0,10.24,2.69,0.0
20200202:0009,0.0,0.0,0.0,0.0,9.92,2.55,0.0
20200202:0109,0.0,0.0,0.0,0.0,9.39,2.48,0.0
20200202:0209,0.0,0.0,0.0,0.0,9.19,2.69,0.0
20200202:0309,0.0,0.0,0.0,0.0,8.99,2.83,0.0
20200202:0409,0.0,0.0,0.0,0.0,8.95,2.69,0.0
20200202:0509,0.0,0.0,0.0,0.0,8.68,2.41,0.0
20200202:0609,0.0,0.0,0.0,0.0,8.18,2.28,0.0
20200202:0709,248.82,85.89,2.36,11.21,8.65,2.07,0.0
20200202:0809,469.93,123.39,5.02,20.82,9.98,2.28,0.0
20200202:0909,638.06,145.92,7.22,28.71,11.62,2.62,0.0
20200202:1009,765.88,144.17,8.72,34.11,13.13,2.41,0.0
20200202:1109,730.09,179.98,9.04,36.24,14.28,2.34,0.0
20200202:1209,233.18,295.14,6.42,34.71,15.08,3.03,0.0
20200202:1309,376.05,228.67,6.49,29.8,15.87,3.72,0.0
20200202:1409,456.03,115.92,5.46,22.26,15.79,3.72,0.0
20200202:1509,249.24,79.7,2.86,12.88,15.22,2.97,0.0
20200202:1609,0.0,0.0,0.0,0.0,14.21,2.41,0.0
20200202:1709,0.0,0.0,0.0,0.0,13.12,2.14,0.0
20200202:1809,0.0,0.0,0.0,0.0,12.33,1.93,0.0
20200202:1909,0.0,0.0,0.0,0.0,11.65,2.41,0.0
